clean_text,sentiment
bapak cahyadi tau tidak tuh ada mbg yang bikin keracunan anak? masih mau bilang tolol ke anak anak? 🤣,negative
mbg cuman menguntungkan para elit yang punya duit....mereka pada lomba dapat tender mbg,negative
"memang benar, proyek makan gizi gratis ini di main kan anggota parpol,salah satu yang nyata di kawasan jaktim adalah caleg yang gagal menang dari parpol demokrat",negative
lanjukan informasi ke publik sbg alat kontrol yang rational dan profesional..,negative
hapus makan gratis perluas infratruktor terutama dipededaan,negative
"semangat relawan proyek triliunan, kapan lagi hajar bleh....",negative
"saya baru masuk jadi relawan sppg mbg di daerah saya, emang bener nuansa politisnya terasa banget, dan nepotisme terang terangan..serta kebohongan sudah di mulai.. kami relawan mbg agar terpilih bekerja harus ikut membersihkan bekas proyek pembangunan dapur mbg.. kami gotong royong 10 harian tanpa uang makan..",negative
untuk rakyat 15 rebu per orang x 20 hari. (usia sekolah) untuk kroni2 2m ( ??? ) sebulan. pemerimtahan macam apa ini??? ternyata podo wae.,negative
"terus maju tempo, kami mendukung mu",positive
"jangan kaget presiden tiba tiba bertemu jokowi tiba tiba bertemu megawati itu karna gibran sebagai wapres bisa menghasilkan apa dalam sebuah pembahasan atau dialok, dan kemarin saat presiden keluar negeri para pejabat tiba tiba mengunjungi jokowi,itu karna bila pejabat bertemu gibran persoalan akan lambat karna gibran harus menghubungi jokowi dulu, jadih pejabat lebihbaik bertemu jokowi langsung. program mbg sebenarnya bisa ditunda hingga prekonomian normal, tapi kalau mbg ditunda wapres kerja apa, karna kalau diajak rapat wapres bisa kasih usulan apa. kita butuh wapres yang benar benar membantu presiden, lagipula gibran itu hanya jadi boneka jokowi.",negative
"yak betul semua..... 1. penyedia yang bangun dapur dari lahan tni itu semua terafiliasi dengan kontraktor merah putih yang jadi timses prabowo dan itu semua tidak berkontrak yak.... tidak jelas juga proses penunjukkan penyedianya.... hanya berdasarkan surat tugas dengan lampiran rab senilai rp1,5 miliar dan gambar design tanpa mengatur hak dan kewajiban para pihak, bahkan denda keterlambatan juga tidak ada 2. yayasan sebagai mitra bgn juga sebagian besar adalah dulunya pernah menjadi penyedia catering saat kampanye prabowo, untuk yang bukan siapa2 mau bergabung menjadi mitra juga sangat banyak persyaratannya, dan juga ada konsekuensi bersedia menalangi biaya dulu selama 2 bulan 3. terkait tata kelola juga amburabul, tidak ada koordinasi antara bgn pusat dengan pelaksana daerah, bahkan pihak tni di daerah juga bingung dengan tiba2 adanya yayasan di daerahnya yang 4. di bawah juga menjadi rawan penipuan terkait penawaran kerjasama mitra mbg oleh pihak2 tidak bertanggungjawab",negative
"luar biasa, maju terus tempo!",positive
"pertanyaan macam apa itu,,,ya jelas lah yang di untungkan adalah yv punya proyek, yang pegang dapur mbg,,,sedangkan untuk untuk siswa tidak ada menguntungkan sedikitpun,buat negara jelas merugikan",negative
"asal tetap independent dan diadakan kebenaran, pasti masyarakat akan dukung bravo tempo💪💪💪",positive
"mereka para dapur mbg mmg smua nya twngkulak dan produsen malah, knpa? krna mrka mau lancar dan untung besar, beli di tengkulak mmg bsr, makanya hrga2 pangan di bwh pd naik smua malah stok nya susah/brkurang.shigga hrga naik rakyat jd korban. jgn lah para pejabat blg cari stok byk ke tengkulak. jd tidak akn memajukan ekonomi lokal",negative
supaya tak klihatan korupsi demi mensejahterakan pendukung...luar binasa,negative
kasihan para pedagang kecil ..di sekolah.. mau diapakan mereka,negative
"mestinya makan gratis siswa jiplak seperti jepang saya kira akan lebih irit, karena siswa sd di daerah2 sekarang sekelas kadang hanya 10 orang bahkan kurang",negative
"mantab bos, proyek bergizi gratis....dr awal.sdh sy duga, pasti ini kue manis yang bakal dibagi2 buat kalangan mereka",negative
maju terus bangsaku... selalu leading dalam hal korupsi,negative
"kolo sdh proyek, ehm ehm.... hati² diintai penegak hukum🎉",negative
tapi kok ada yang sudah bangkrut karena mbg tidak dibayar??😮😮😮,negative
pemborosan berkedok efisiensi..!!!,negative
"ha ha ha heliloyang nasi campur ayam kampung .haha ha ,ini orang kitho galo .",neutral
"seharusnya, semua yang akan menyediakan makanan bagi khalayak umum, apalagi sekolah, harus diterapkan sistem sertifikat untuk food safety. jadi tidak ada lagi ulat, anak2 yang makan makanan kadaluarsa dan cross contaminated foods. kalau sampai ada yang muntah dan diketemukan ulat dll, harusnya catering tersebut harus bertanggung jawab.",negative
"semua d proyekkan...mantap si gemoy ini,mensejahterakan org² sekelilingnya dengan embel² mensejahterakan rakyat",negative
program proyek makan bergizi gratis buat para tim sukses ... biasalah urusan perut.. akal dan ahlak tidak perlu 😇😇,negative
​ memang mbg pasti bergizi&g pake micin?,negative
sebentar lagi banyak yang pkai rompi orange 🍊🍊🍊,negative
"mbg d bengkulu blm merata,seperti d bengkulu seluma msh banyak blm dapat mbg",negative
mbg indah di penguasa sengsara di masyrakat,negative
​ tolong berpikir ya jgn sempit2 amat... indonesia jd tuan rumah ajang international itu sgt membanggakan...mmbawa nama baik indonesia...dan jelas2 itu proyek mndpt untung milyaran... mmbantu umkm selama acara itu.. investor asingpun jg akan melirik indonesia... tidak ada bukti jg pak anies korupsi. yang ada pak anies dicoba dikriminalisasi sama jokowi.,positive
dampak nyata sembako jd naik.ttp yang untung pemain mbg,negative
anggaran 900 m sehari cuma untuk beginian?,negative
siswa tidak butuh 👉mbg : makanan beracun gratis 👎👉siswa butuh pendidikan gratis 👍,negative
"bravo tempo. keep spirit, maju terus bocor alus 👍👍👍👍💪💪🔥🔥🔥🔥🔥❤❤❤❤❤❤🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩",positive
mbg membuat rakyat iri hati karena tidak langsung merata yang dari awal dapat sudah tambah gizinya yang belum dapat nunggu sampai pemilu yang akan datang sampai tidak punya gizi apakah ini adil bagi rakyat indonesia,negative
oalaaaaaahhh wo.. wo.. bener bener raja omon omon....!!?,negative
hanya media tempo yang kritis patut kita banggakan,positive
tidak semua orang tua bijak😊,negative
"terazablah rezim mafia oligarki& mafia koruptor/maling berdasi, istlah orang desa. & para anteknya sipil/militer, hingga anak keturunanya. dimanapun mer e ka berada. salam akal sehat/ warasbyby!!!",negative
@ ada itu sebiji... buta hati tidak mampu melihat fakta,negative
program yang sangat bermasalah. di tempat sy malah maksain bikin dapur dgn dana sendiri.... tidak jelasss,negative
bancakan anggaran negara,neutral
tetap semangat dan jgn takut ungkapkan kebenaran. jgn pernah menyerah wni mendukung mu tempo. tempo badabest! apotek tutup tidak ada obat.,positive
memang. perusak bertopengan mkan gratis. padahal proyek kekayaan,negative
yang di untungk para pejabat mbg malah bawa petaka. guru lagi yang jadi korban . malah menciptakan korupsi,negative
itulah namanya proyek!!!​,neutral
terima kasih 🌹👸🩷,positive
"orang awam juga sebenernya paham tidak mungkin mereka ikhlas kasih makan la, pasti ada yang diuntungkan.",negative
"program makan gratis,program yang tidak rasional,diganti saja dengan program sekolah gratis..gratis 100%.bagi yang melanggar ,kepala daerah di tindak tegas",negative
kalau tidak ada koneksi jangan harap bisa terlibat mbg😢😢😢😢,negative
"wah tidak bisa begitu pak, timses dan para kroni nya tidak dapet apa-apa donk..😅😅😅😅",negative
lagi lagi kkn hah,negative
yang diuntungkan mitra dan yayasan bukan umkm,negative
"habis mbg, telusuri koperasi merah putih dong",negative
"mas pram kok.mendadak ""naif""? di indonesia atas nama proyek sekecil a sebesar apapun proyeknya, yang nm nya indikasi korup yo....mesti ada to......!!!!",positive
"maksud hati program sampai 29'bisa 2 periode.heleh cuma omon omon tok..buat tempo bolus,tetap memberikan berita berita yang akurat..mksh tempo sl terdepan",negative
"warung snack juga terpengaruh, omset turun karena kantin sekolah mengurangi belanjanya.",negative
"makanan beracun gratis, ketua mbg, ahli serangga😂😂 ojo lali, la ngono, saiki, nyeungsep kabeh😂",negative
proyek korupsi,negative
mbg itu hanya akal-akalan prabowo supaya dpt dukungan di 2029,negative
modus baru maling apbn an rakyat/anak-anak indonesia yang dibungkus pmb,negative
"berhentilah dengan pola pola vendor seperti ini, selalu ujungnya korupsi",negative
"tempo media maju terus pantang mundur, suarakan selalu kebenarannya",positive
presiden kami prabowo.yg kami banggakan.,positive
terdepan dalam berbagi kue,negative
"mbg kenapa tidak transfer ke rekening pelajar kjp/kip. dll.. !!,, 10 ribu x 30 =300 ribu. bisa buat belanja uang dapur orang tuanya, masak buat anak2 nya,. !! :) :)",negative
bukan donatur jangan mengatur,negative
knp semua harus berbentuk yayasan untuk menjadi mintra bgn?,negative
barisan pendukung anies dan ganjar dimari berkumpul. 😅,neutral
apakah ini suatu pelanggaran penyalahgunaan wewenang oleh presiden?? kemana kita harus melaporkan??,negative
"tepaat sekali mbg ini proyek prabowo ya , sependapat saya , itu memang lahan untuk korupsi orang tertentu itu aja .perlu dibubarin nbg .",negative
"bbc kan afiliasinya sonis si rewel, mana mungkin seneng indonesia maju",negative
"korupsi itu pasti ada, caranya pake proposal dengan akuntansi yang udah di fixed jumlah tertentu paling gampang ya di mark up, macam harga aslinya 50 ribu jadi 200 ribu. itu aja korupsi paling simpel, hukum aja lebih tajam ke orang biasa makanya lebih baik kita tidak macem2 ama yang diatas kasarnya gitu",negative
"puji tuhan,msh ada jurnalis yang berkualitas/jujur",positive
negeri seribu korupsi.... mana bisa maju .,negative
"proyek mbg ini sudah banyak melumpuhkan usaha² mikro kecil kantin² sekolah, banyak dari mereka yang jualannya mendadak menjadi sepi dan tidak laku karena mbg ini dipaksakan untuk makan diwaktu pagi , banyak jajanan dan makanan kantin tidak laku, karena anak² sudah kenyang. mereka sudah hampir bangkrut karena mbg ini, kasihan ekonomi bawah tidak berputar karena usaha kantin sekolah ini di monopoli secara halus oleh proyek mbg ini, banyak ribuan pedagang kecil yang terpukul karena mbg ini. dan ini berimbas kepada ekonomi di sekitar sekolah karena efek domino. karena kantin² tersebut tidak bisa belanja seperti biasanya, tidak lagi membeli ayam potong, sembako, frozen food dll, jelas mbg ini sangat berdampak buat ekonomi kelas bawah. semuanya di monopoli pengusaha bermodal besar.",negative
data yang di dpt harus disimpan.,neutral
"😂😂😂 yang kaya dan untung jelas orang2 yang dapat program usaha tersrbut,",negative
"sayang banget 70t? padahal cuma 11,2 t udah bisa tu 280 jt rakyat dapet kesehatan gratis",negative
kemeroh,neutral
simple nya mbg itu yang kaya makin kaya yang rendah makin rendah. dan rata rata fokus untuk pekerja nya yang di terima cuma keluarga atau dinasty. yang dapat proyek jugaaa rata rata yang punya relasi 😂😂😂 ekonomi maju???? nol besar??? gizi semakin baik??? mending bikin bekal dari rumah. dari pada mbg kenapa tidak mikir aja buat program yang berobat gratis atau pendidikan gratisss. kalo mau kasih makan gratiss mah hajar langsung ke jalanan orang orang yang bener bener butuh.,negative
kecewa punya pemimpin saat ini.. wis tidak bkal milih lg,negative
​ betul sekali berikan pada dapur yang tak mampu simpel dan tak bisa di koropsi,negative
abdi mah mendukung pisaaan atuh kang pram ....,negative
promosi bocor kentut😂😂😂,negative
"terlalu ribet sih mnrtku program makan gratis.blm tentu dimakan ma anak2 sd. ank sy aj kelas 3 mkn masih disuapin, udah gitu makannya lama bngt. habis dah waktu belajar buat makan.",negative
"saya pedagang nasi padang di tambun bekasi, merasakan efek mbg pembeli berkurang 50%",negative
ranking 99 menuju 100 😂😂😂,negative
vendor bawaan pejabat dan pejabatnya,negative
"mbg adalah proses proyek tersendiri, proyek pastilah ada sub to sub nge sub proyek yang notabene pasti lah nominal makan bergizi gratis akan menyusut dan menyusut sampai si penerima ( nasi porsi anak anak, lauk : ayam/telur, sayur satu takar dan buah pisang kecil/jeruk mandarin/salak ). om pram cs, tempo jangan saja investigasi kasus yang hasil nya pasti negatif tetapi lakukan juga inventarisasi ( pencegahan ) dan audit ( hasil/prestasi ).",positive
"kalian nikmatilah uang rakyat kelak diakhirat kalian dituntut dipadang masyar sma rakyat indonesia,sereeeem🤐🤐🤐🤐🤐🤐🔥🔥🔥🔥🔥🔥🔥",negative
"​​ betul tunda bayar pajak, tunda beli mobil baru, tunda beli motor baru, beli rokok yang murahan saja, jgn beli minuman alkohol yang mahal. uang pajak rakyat cuma dipakai untuk program rawan korupsi😊",negative
"semangat untuk tempo , jngn lelah berjuang , terus suarakan kebenaran dan kritik kpd penguasa , sudah ku duga mbg ladang korupsi",negative
makan yang tidak bermutu.... buang2 duit.. di lepehin.... mebding di setop aja udah... uos🤭🤭 nti ada yang nangis ya... 😂😂😂😂,negative
mau dibagi? 😂 dasar,negative
"tidak beda jauh ama pendahulunya judul ajah ""hilirisasi"" padahal kenyataannya cuman ngisi perut2 kawan dan sanak sodaranya",negative
sudah diprediksi dari awal jadi proyek kroni kroninya 😅😅,negative
papua ada mbg tidak ya??,negative
wowo pas pelantikan: anti koncoisme wowo pas jadi presiden: hidup koncoisme ,negative
"negara sprt ini kok mau sok sok an mau menghadapi perang dagang, tambah sprt ayam sayur , bukan macan asia, kl pidoato yang diandalkan kalimat “ hidup jokowi”",negative
"kalo kata saya, mending pemerintah bikin peraturan wajib membawa bekal dari rumah ke sekolah, wajib botram (makan bareng sambil berbagi lauk) antar siswa, atau seperti kata fery latuhihin, cuma yang dapat kupon saja yang dapat mbg. atau, mbgnya berwujud makanan kayak ransum tni, biar gampang distribusinya",positive
"tolong bocor halus (tempo) bahas dan kupas tuntas rekrutmen batch 3 yang terkesan tidak transparan dan tidak profesional , sehingga banyak peserta tes yang sangat kecewa dengan hasil yang tidak diumumkan secara terbuka seperti tes cpns atau tes p3k , tahu-tahu cuma menerima pengumuman lulus/tidak lulus saja tampa tahu nilai hasil tes nya terimakasih",neutral
mbg itu yang ngawasi masyarakat langsung uang 10 rb buat beli bahan makanan apa saja ...agak susah di korupsi karena bahan makanan semuanya orang pernah beli,negative
"program makan bergizi gratis ditujukan untuk 82,9 juta penerima manfaat guna memperbaiki gizi dan kualitas sdm, sekaligus menggerakkan umkm. yang penting, programnya berjalan dan diawasi dengan baik agar manfaatnya benar-benar dirasakan rakyat, bukan disalahgunakan oleh oknum.",positive
dukung full media sebagai satu - satunya media yang mengkawal jalannya pemerintah.🎉🙏😇,positive
"kita tidak benci indonesia, alam negri ini sangat cantik dan juga kaya. kita hanya butuh management lain",positive
semua program cuma omon omon saja...,negative
"mbg program bagus sayang eksekusinya tidak cerdas . harusnya dg dana besar yang diaejahterakan keluarga dulu. keluarga sejahtera, makanpun akan bergizi, nampaknya ada oknum yang mencari manfaat dari program mbg itu😮",negative
